iter	Logloss
630	0.4957264955
631	0.4956091468
632	0.4954886241
633	0.4953507836
634	0.4952540655
635	0.4951689997
636	0.495098628
637	0.4950154646
638	0.4949095808
639	0.4948335842
640	0.4947310058
641	0.4946732138
642	0.4945719183
643	0.4944635716
644	0.4943185989
645	0.4942198604
646	0.4941321547
647	0.4940108475
648	0.4938974006
649	0.4938392131
650	0.4937521127
651	0.4937485649
652	0.4936315039
653	0.493533727
654	0.4934180146
655	0.493311089
656	0.4931754196
657	0.4930413472
658	0.4929933813
659	0.4929322597
660	0.4928125544
661	0.4927610763
662	0.4926226369
663	0.4925331993
664	0.4924641608
665	0.4923621196
666	0.4922774457
667	0.492185235
668	0.4920817914
669	0.4919849093
670	0.4918700852
671	0.4918123584
672	0.4916665051
673	0.4915338488
674	0.4914270876
675	0.4912871723
676	0.4912839794
677	0.4911416085
678	0.4909847293
679	0.4908872065
680	0.4907924336
681	0.4907146276
682	0.4906310026
683	0.4905078203
684	0.4904201878
685	0.4903107419
686	0.4901828187
687	0.4900906162
688	0.4899712705
689	0.4898627559
690	0.4897773584
691	0.489666673
692	0.4895474138
693	0.4894726536
694	0.489330246
695	0.4891878055
696	0.4891492211
697	0.4889945021
698	0.4888519545
699	0.4887409153
700	0.4886867209
701	0.4885641512
702	0.4884589645
703	0.4882952651
704	0.4881365248
705	0.4880742324
706	0.4879841077
707	0.4878720461
708	0.4877519591
709	0.4876789003
710	0.487592706
711	0.4874739148
712	0.487391448
713	0.4873090533
714	0.487215772
715	0.4871473784
716	0.487073006
717	0.4869696686
718	0.4868439433
719	0.4867499232
720	0.4866678217
721	0.4865322957
722	0.4864139163
723	0.486315595
724	0.4861958687
725	0.4860681721
726	0.4859374116
727	0.4858232254
728	0.4857119082
729	0.485633116
730	0.485538114
731	0.4854446829
732	0.4853731893
733	0.4853126651
734	0.4852257612
735	0.4851352817
736	0.4849975746
737	0.4849084654
738	0.4847995231
739	0.4847160609
740	0.4846458135
741	0.4845650362
742	0.4844608893
743	0.484363146
744	0.4842827439
745	0.4841592579
746	0.4840745264
747	0.4840059768
748	0.4838858512
749	0.4838111166
750	0.4837291811
751	0.4836342765
752	0.4835498709
753	0.4834792022
754	0.4834141252
755	0.4833142071
756	0.4831650067
757	0.4830739743
758	0.4829663888
759	0.4828523777
760	0.4827714658
761	0.482681734
762	0.4826064772
763	0.4825201116
764	0.482443218
765	0.482312789
766	0.482248069
767	0.4821179112
768	0.4820217485
769	0.4819090411
770	0.4818954236
771	0.4818071629
772	0.4816624647
773	0.481572967
774	0.481504596
775	0.4814496714
776	0.4813564352
777	0.4813537627
778	0.4812742332
779	0.4811594933
780	0.481018392
781	0.4809102069
782	0.4808099295
783	0.4807190461
784	0.4806668794
785	0.4805895118
786	0.4805022118
787	0.4804195439
788	0.4803400109
789	0.4803380766
790	0.4802629423
791	0.4801840707
792	0.4801072158
793	0.4799795689
794	0.4799194727
795	0.4798299768
796	0.4797394372
797	0.47961275
798	0.4794989862
799	0.4794117465
800	0.4793370751
801	0.4792554997
802	0.4791744075
803	0.4790974756
804	0.479023153
805	0.4789286148
806	0.478871551
807	0.4787845556
808	0.4786429409
809	0.4785260001
810	0.478501109
811	0.4783898502
812	0.4783185459
813	0.4782310489
814	0.4781493143
815	0.4780767355
816	0.4779331749
817	0.4778707799
818	0.4777949143
819	0.4777225096
820	0.4776326669
821	0.4775676446
822	0.4774489499
823	0.4773257285
824	0.4772419523
825	0.4771730693
826	0.4770629167
827	0.4769444831
828	0.4768695962
829	0.4767698668
830	0.4767625405
831	0.4766487255
832	0.4765367806
833	0.4764464824
834	0.4763608696
835	0.4762878985
836	0.4761951087
837	0.4760658974
838	0.475984849
839	0.4758750154
840	0.4757787387
841	0.4756991393
842	0.4756499326
843	0.4755440861
844	0.475490789
845	0.4754006357
846	0.4753391631
847	0.475210555
848	0.4751379809
849	0.4750300659
850	0.4749286136
851	0.4748024624
852	0.4747319272
853	0.4746139398
854	0.4744711295
855	0.4743483617
856	0.4742575993
857	0.4741512282
858	0.4740625026
859	0.473969908
860	0.4738483923
861	0.4737507026
862	0.4736312273
863	0.4735465115
864	0.4734096326
865	0.473333192
866	0.4732006162
867	0.4730863813
868	0.4729812022
869	0.4729770445
870	0.4728897071
871	0.4728008357
872	0.4727018381
873	0.4726228516
874	0.4726207664
875	0.4725368232
876	0.4724860425
877	0.4724157223
878	0.4722979692
879	0.472204315
880	0.4721291834
881	0.472034491
882	0.4719653936
883	0.4718637944
884	0.4717804151
885	0.4716994735
886	0.4716240708
887	0.4714895338
888	0.4713742915
889	0.4712720208
890	0.4711826867
891	0.471088133
892	0.47097048
893	0.4708696486
894	0.4707353235
895	0.4706158832
896	0.4705133677
897	0.4703990352
898	0.4703028577
899	0.4702171793
900	0.4701664219
901	0.47007215
902	0.4699422022
903	0.4698248081
904	0.4697205368
905	0.4696151324
906	0.4695120284
907	0.4693832852
908	0.4692713575
909	0.4691729011
910	0.4690803084
911	0.4689720796
912	0.4688953023
913	0.4688209573
914	0.4687156655
915	0.4685934319
916	0.4685137353
917	0.4684376455
918	0.4683271945
919	0.4682096621
920	0.4681297091
921	0.4680594757
922	0.4679713443
923	0.4679049808
924	0.4678032694
925	0.4677311733
926	0.4676469408
927	0.4675710327
928	0.4674863974
929	0.4673549544
930	0.4672219564
931	0.4671321014
932	0.4670595338
933	0.4669663667
934	0.4668916948
935	0.4667987003
936	0.4666986727
937	0.4665692091
938	0.466496025
939	0.4664030791
940	0.4663178517
941	0.4662641004
942	0.4661759082
943	0.4660777291
944	0.4659729363
945	0.4658909771
946	0.4658243955
947	0.4657333073
948	0.4656783034
949	0.4656252964
950	0.4654988434
951	0.4654009177
952	0.4653488077
953	0.4652978449
954	0.4651953404
955	0.4650996953
956	0.4649622494
957	0.4648489753
958	0.4647438031
959	0.4646511237
960	0.4645825555
961	0.4645324155
962	0.4644405544
963	0.4643693414
964	0.4642926789
965	0.4642506772
966	0.4641992672
967	0.4641764242
968	0.4641206882
969	0.4640331197
970	0.4639108459
971	0.4638247571
972	0.4637257575
973	0.4636149113
974	0.4635689773
975	0.4634674788
976	0.463375548
977	0.463288327
978	0.463200845
979	0.4631183165
980	0.4630274629
981	0.462951545
982	0.4629133457
983	0.4627752891
984	0.4626926425
985	0.4626160947
986	0.4626140896
987	0.4625188664
988	0.4625051574
989	0.4624320711
990	0.4623240572
991	0.4622587888
992	0.4621700858
993	0.462106532
994	0.4620443813
995	0.4619421014
996	0.4618628446
997	0.4617335347
998	0.4616247286
999	0.4615255966
